filename,set,dominant_heuristic,instance_type,n_items,capacity,weight_min,weight_max,profit_min,profit_max,w_mean,w_median,w_std,p_mean,p_median,p_std,wp_corr_raw,wp_corr,capacity_ratio
DEF_EASY_50_092.kp,Set-50-128,DEF,easy,50,128,1,63,3,100,0.638,0.698,0.267,0.517,0.54,0.339,-0.012,0.494,0.064
DEF_EASY_50_093.kp,Set-50-128,DEF,easy,50,128,2,63,1,100,0.714,0.714,0.212,0.503,0.52,0.312,0.098,0.549,0.057
DEF_EASY_50_094.kp,Set-50-128,DEF,easy,50,128,1,64,1,100,0.661,0.703,0.275,0.487,0.435,0.279,-0.061,0.469,0.061
DEF_EASY_50_095.kp,Set-50-128,DEF,easy,50,128,1,64,1,100,0.599,0.656,0.295,0.549,0.59,0.308,-0.089,0.456,0.067
DEF_EASY_50_096.kp,Set-50-128,DEF,easy,50,128,1,64,3,100,0.698,0.742,0.266,0.46,0.39,0.327,-0.034,0.483,0.057
DEF_EASY_50_097.kp,Set-50-128,DEF,easy,50,128,1,64,2,100,0.61,0.641,0.26,0.475,0.5,0.294,-0.072,0.464,0.066
DEF_EASY_50_098.kp,Set-50-128,DEF,easy,50,128,1,64,2,100,0.636,0.695,0.291,0.537,0.54,0.272,0.225,0.612,0.063
DEF_EASY_50_099.kp,Set-50-128,DEF,easy,50,128,1,62,1,100,0.608,0.637,0.259,0.557,0.57,0.321,-0.131,0.435,0.068
MAXPW_EASY_50_000.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.338,0.219,0.263,0.444,0.325,0.406,-0.041,0.479,0.118
MAXPW_EASY_50_001.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.346,0.211,0.264,0.529,0.52,0.392,0.173,0.587,0.116
MAXPW_EASY_50_002.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.41,0.234,0.289,0.535,0.645,0.421,0.19,0.595,0.098
MAXPW_EASY_50_003.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.381,0.219,0.288,0.527,0.63,0.414,0.184,0.592,0.105
MAXPW_EASY_50_004.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.361,0.211,0.29,0.472,0.475,0.404,0.104,0.552,0.111
MAXPW_EASY_50_005.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.385,0.219,0.29,0.492,0.475,0.425,0.096,0.548,0.104
MAXPW_EASY_50_006.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.46,0.219,0.333,0.536,0.595,0.4,0.076,0.538,0.087
MAXPW_EASY_50_007.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.296,0.203,0.25,0.521,0.535,0.401,0.327,0.664,0.135
MAXPW_EASY_50_008.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.32,0.203,0.282,0.493,0.24,0.447,0.32,0.66,0.125
MAXPW_EASY_50_009.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.371,0.211,0.316,0.537,0.6,0.411,0.25,0.625,0.108
MAXPW_EASY_50_010.kp,Set-50-128,MAXPW,easy,50,128,3,64,1,100,0.365,0.227,0.253,0.549,0.625,0.383,0.18,0.59,0.109
MAXPW_EASY_50_011.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.385,0.203,0.304,0.524,0.615,0.423,0.333,0.666,0.104
MAXPW_EASY_50_012.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.364,0.211,0.279,0.503,0.53,0.398,0.186,0.593,0.11
MAXPW_EASY_50_013.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.385,0.219,0.289,0.527,0.61,0.382,0.089,0.544,0.104
MAXPW_EASY_50_014.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.325,0.203,0.252,0.511,0.41,0.412,0.162,0.581,0.123
MAXPW_EASY_50_015.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.451,0.273,0.325,0.553,0.66,0.396,0.184,0.592,0.089
MAXPW_EASY_50_016.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.373,0.203,0.286,0.518,0.55,0.396,0.12,0.56,0.107
MAXPW_EASY_50_017.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.345,0.211,0.266,0.526,0.555,0.376,0.223,0.611,0.116
MAXPW_EASY_50_018.kp,Set-50-128,MAXPW,easy,50,128,3,64,1,100,0.449,0.266,0.289,0.53,0.6,0.403,-0.0,0.5,0.089
MAXPW_EASY_50_019.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.403,0.211,0.303,0.477,0.335,0.409,0.094,0.547,0.099
MAXPW_EASY_50_020.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.388,0.219,0.288,0.513,0.515,0.384,0.145,0.572,0.103
MAXPW_EASY_50_021.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.406,0.234,0.304,0.554,0.71,0.404,0.195,0.597,0.098
MAXPW_EASY_50_022.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.402,0.25,0.29,0.519,0.495,0.39,0.104,0.552,0.1
MAXPW_EASY_50_023.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.379,0.219,0.283,0.599,0.755,0.407,0.212,0.606,0.105
MAXPW_EASY_50_024.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.397,0.219,0.293,0.522,0.51,0.395,0.044,0.522,0.101
MAXPW_EASY_50_025.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.421,0.25,0.319,0.478,0.39,0.388,0.152,0.576,0.095
MAXPW_EASY_50_026.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.343,0.203,0.288,0.483,0.5,0.412,0.159,0.579,0.116
MAXPW_EASY_50_027.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.332,0.203,0.272,0.444,0.28,0.402,0.152,0.576,0.12
MAXPW_EASY_50_028.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.376,0.211,0.3,0.53,0.575,0.402,0.081,0.541,0.106
MAXPW_EASY_50_029.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.407,0.219,0.315,0.554,0.665,0.414,-0.011,0.495,0.098
MAXPW_EASY_50_030.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.347,0.203,0.274,0.498,0.43,0.421,0.135,0.567,0.115
MAXPW_EASY_50_031.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.395,0.203,0.303,0.484,0.45,0.395,0.1,0.55,0.101
MAXPW_EASY_50_032.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.405,0.234,0.31,0.477,0.515,0.39,0.106,0.553,0.099
MAXPW_EASY_50_033.kp,Set-50-128,MAXPW,easy,50,128,4,64,1,100,0.454,0.305,0.308,0.498,0.4,0.408,-0.015,0.493,0.088
MAXPW_EASY_50_034.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.416,0.219,0.331,0.493,0.405,0.408,0.102,0.551,0.096
MAXPW_EASY_50_035.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.37,0.203,0.274,0.471,0.36,0.394,0.146,0.573,0.108
MAXPW_EASY_50_036.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.41,0.203,0.331,0.541,0.71,0.41,0.094,0.547,0.097
MAXPW_EASY_50_037.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.404,0.227,0.306,0.504,0.49,0.395,0.131,0.565,0.099
MAXPW_EASY_50_038.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.373,0.242,0.258,0.518,0.5,0.396,0.183,0.592,0.107
MAXPW_EASY_50_039.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.417,0.219,0.313,0.514,0.515,0.388,0.135,0.567,0.096
MAXPW_EASY_50_040.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.379,0.219,0.275,0.52,0.475,0.396,0.223,0.612,0.106
MAXPW_EASY_50_041.kp,Set-50-128,MAXPW,easy,50,128,1,62,1,100,0.378,0.226,0.312,0.508,0.5,0.394,0.03,0.515,0.109
MAXPW_EASY_50_042.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.369,0.203,0.303,0.498,0.4,0.408,0.154,0.577,0.108
MAXPW_EASY_50_043.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.357,0.219,0.301,0.562,0.675,0.392,0.251,0.625,0.112
MAXPW_EASY_50_044.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.434,0.258,0.302,0.512,0.53,0.387,0.044,0.522,0.092
MAXPW_EASY_50_045.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.315,0.195,0.249,0.51,0.46,0.405,0.132,0.566,0.127
MAXPW_EASY_50_046.kp,Set-50-128,MAXPW,easy,50,128,1,63,1,100,0.332,0.206,0.284,0.434,0.225,0.404,0.056,0.528,0.122
MAXPW_EASY_50_047.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.4,0.219,0.29,0.523,0.455,0.392,0.111,0.555,0.1
MAXPW_EASY_50_048.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.383,0.242,0.29,0.561,0.635,0.4,0.181,0.591,0.104
MAXPW_EASY_50_049.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.384,0.211,0.294,0.504,0.56,0.402,0.11,0.555,0.104
MAXPW_EASY_50_050.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.367,0.219,0.275,0.531,0.59,0.407,0.08,0.54,0.109
MAXPW_EASY_50_051.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.37,0.211,0.308,0.546,0.6,0.402,0.312,0.656,0.108
MAXPW_EASY_50_052.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.382,0.219,0.285,0.509,0.54,0.42,0.1,0.55,0.105
MAXPW_EASY_50_053.kp,Set-50-128,MAXPW,easy,50,128,3,64,1,100,0.393,0.219,0.28,0.537,0.63,0.399,0.11,0.555,0.102
MAXPW_EASY_50_054.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.436,0.219,0.325,0.559,0.55,0.415,0.168,0.584,0.092
MAXPW_EASY_50_055.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.371,0.203,0.29,0.44,0.31,0.395,0.087,0.544,0.108
MAXPW_EASY_50_056.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.361,0.219,0.274,0.499,0.455,0.421,0.116,0.558,0.111
MAXPW_EASY_50_057.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.395,0.219,0.295,0.529,0.615,0.397,0.235,0.618,0.101
MAXPW_EASY_50_058.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.382,0.219,0.289,0.547,0.53,0.392,0.153,0.576,0.105
MAXPW_EASY_50_059.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.36,0.227,0.28,0.508,0.55,0.405,0.291,0.645,0.111
MAXPW_EASY_50_060.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.316,0.203,0.263,0.51,0.515,0.395,0.222,0.611,0.127
MAXPW_EASY_50_061.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.402,0.234,0.304,0.47,0.39,0.393,-0.01,0.495,0.1
MAXPW_EASY_50_062.kp,Set-50-128,MAXPW,easy,50,128,3,64,1,100,0.372,0.219,0.287,0.539,0.68,0.408,0.372,0.686,0.107
MAXPW_EASY_50_063.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.371,0.203,0.301,0.549,0.615,0.39,0.268,0.634,0.108
MAXPW_EASY_50_064.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.369,0.188,0.289,0.507,0.52,0.421,0.097,0.548,0.108
MAXPW_EASY_50_065.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.366,0.203,0.287,0.54,0.675,0.407,0.078,0.539,0.109
MAXPW_EASY_50_066.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.362,0.203,0.276,0.498,0.475,0.391,0.182,0.591,0.11
MAXPW_EASY_50_067.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.392,0.234,0.281,0.553,0.67,0.408,0.271,0.636,0.102
MAXPW_EASY_50_068.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.384,0.227,0.294,0.542,0.645,0.4,0.189,0.595,0.104
MAXPW_EASY_50_069.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.353,0.203,0.298,0.481,0.455,0.407,0.124,0.562,0.113
MAXPW_EASY_50_070.kp,Set-50-128,MAXPW,easy,50,128,3,64,1,100,0.413,0.289,0.296,0.498,0.51,0.407,0.161,0.581,0.097
MAXPW_EASY_50_071.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.413,0.25,0.306,0.472,0.34,0.406,0.108,0.554,0.097
MAXPW_EASY_50_072.kp,Set-50-128,MAXPW,easy,50,128,5,64,1,100,0.399,0.242,0.268,0.473,0.53,0.392,0.057,0.529,0.1
MAXPW_EASY_50_073.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.42,0.258,0.306,0.511,0.48,0.396,0.199,0.599,0.095
MAXPW_EASY_50_074.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.372,0.203,0.298,0.511,0.435,0.403,0.122,0.561,0.108
MAXPW_EASY_50_075.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.399,0.227,0.306,0.54,0.655,0.4,0.009,0.504,0.1
MAXPW_EASY_50_076.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.35,0.203,0.291,0.521,0.66,0.421,0.172,0.586,0.114
MAXPW_EASY_50_077.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.416,0.219,0.303,0.543,0.63,0.389,0.228,0.614,0.096
MAXPW_EASY_50_078.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.354,0.219,0.275,0.478,0.405,0.392,0.11,0.555,0.113
MAXPW_EASY_50_079.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.444,0.289,0.318,0.523,0.58,0.411,0.141,0.571,0.09
MAXPW_EASY_50_080.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.418,0.203,0.309,0.513,0.65,0.418,0.18,0.59,0.096
MAXPW_EASY_50_081.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.43,0.211,0.339,0.509,0.57,0.406,0.158,0.579,0.093
MAXPW_EASY_50_082.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.353,0.203,0.255,0.528,0.55,0.383,0.122,0.561,0.113
MAXPW_EASY_50_083.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.353,0.203,0.279,0.507,0.51,0.39,0.121,0.561,0.113
MAXPW_EASY_50_084.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.358,0.219,0.26,0.468,0.24,0.419,0.065,0.533,0.112
MAXPW_EASY_50_085.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.38,0.219,0.297,0.512,0.61,0.408,0.059,0.53,0.105
MAXPW_EASY_50_086.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.347,0.234,0.254,0.496,0.48,0.397,0.08,0.54,0.115
MAXPW_EASY_50_087.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.355,0.211,0.267,0.494,0.43,0.396,0.135,0.567,0.113
MAXPW_EASY_50_088.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.414,0.219,0.316,0.505,0.47,0.401,0.117,0.558,0.097
MAXPW_EASY_50_089.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.38,0.203,0.308,0.501,0.475,0.397,0.146,0.573,0.105
MAXPW_EASY_50_090.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.399,0.25,0.288,0.508,0.585,0.395,0.19,0.595,0.1
MAXPW_EASY_50_091.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.429,0.32,0.301,0.503,0.44,0.38,0.173,0.586,0.093
MAXPW_EASY_50_092.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.369,0.211,0.283,0.441,0.235,0.412,0.167,0.583,0.108
MAXPW_EASY_50_093.kp,Set-50-128,MAXPW,easy,50,128,3,64,1,100,0.379,0.234,0.275,0.52,0.5,0.374,0.305,0.652,0.105
MAXPW_EASY_50_094.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.424,0.25,0.299,0.527,0.62,0.379,0.287,0.644,0.094
MAXPW_EASY_50_095.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.429,0.289,0.304,0.499,0.575,0.394,0.08,0.54,0.093
MAXPW_EASY_50_096.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.405,0.227,0.294,0.511,0.52,0.399,0.08,0.54,0.099
MAXPW_EASY_50_097.kp,Set-50-128,MAXPW,easy,50,128,1,64,1,100,0.384,0.203,0.309,0.522,0.6,0.41,0.094,0.547,0.104
MAXPW_EASY_50_098.kp,Set-50-128,MAXPW,easy,50,128,3,64,1,100,0.403,0.211,0.291,0.527,0.695,0.419,0.285,0.642,0.099
MAXPW_EASY_50_099.kp,Set-50-128,MAXPW,easy,50,128,2,64,1,100,0.403,0.203,0.329,0.502,0.46,0.395,0.119,0.559,0.099
MAXP_EASY_50_000.kp,Set-50-128,MAXP,easy,50,128,2,64,1,100,0.625,0.664,0.267,0.495,0.46,0.31,-0.479,0.261,0.064
MAXP_EASY_50_001.kp,Set-50-128,MAXP,easy,50,128,1,63,4,100,0.628,0.619,0.262,0.498,0.53,0.304,-0.171,0.414,0.065
MAXP_EASY_50_002.kp,Set-50-128,MAXP,easy,50,128,2,64,2,100,0.661,0.672,0.25,0.466,0.46,0.31,-0.274,0.363,0.061
MAXP_EASY_50_003.kp,Set-50-128,MAXP,easy,50,128,3,64,3,100,0.635,0.688,0.285,0.587,0.625,0.334,-0.21,0.395,0.063
MAXP_EASY_50_004.kp,Set-50-128,MAXP,easy,50,128,1,63,1,100,0.639,0.69,0.276,0.504,0.5,0.315,-0.174,0.413,0.064
MAXP_EASY_50_005.kp,Set-50-128,MAXP,easy,50,128,1,64,1,100,0.598,0.586,0.24,0.523,0.495,0.294,0.01,0.505,0.067
MAXP_EASY_50_006.kp,Set-50-128,MAXP,easy,50,128,1,64,4,100,0.615,0.633,0.256,0.469,0.405,0.333,-0.018,0.491,0.065
MAXP_EASY_50_007.kp,Set-50-128,MAXP,easy,50,128,2,64,8,100,0.656,0.711,0.242,0.58,0.615,0.284,-0.099,0.45,0.061
MAXP_EASY_50_008.kp,Set-50-128,MAXP,easy,50,128,1,63,3,100,0.691,0.69,0.232,0.52,0.485,0.324,0.04,0.52,0.059
MAXP_EASY_50_009.kp,Set-50-128,MAXP,easy,50,128,1,64,2,100,0.598,0.609,0.271,0.508,0.525,0.299,-0.08,0.46,0.067
MAXP_EASY_50_010.kp,Set-50-128,MAXP,easy,50,128,1,64,5,100,0.63,0.648,0.28,0.588,0.64,0.29,-0.072,0.464,0.063
MAXP_EASY_50_011.kp,Set-50-128,MAXP,easy,50,128,2,64,1,100,0.663,0.711,0.252,0.419,0.365,0.311,-0.268,0.366,0.06
MAXP_EASY_50_012.kp,Set-50-128,MAXP,easy,50,128,2,64,1,100,0.69,0.781,0.259,0.467,0.46,0.305,-0.21,0.395,0.058
MAXP_EASY_50_013.kp,Set-50-128,MAXP,easy,50,128,1,64,2,100,0.642,0.664,0.26,0.514,0.535,0.314,-0.008,0.496,0.062
MAXP_EASY_50_014.kp,Set-50-128,MAXP,easy,50,128,1,64,2,100,0.635,0.695,0.275,0.52,0.49,0.298,-0.066,0.467,0.063
MAXP_EASY_50_015.kp,Set-50-128,MAXP,easy,50,128,1,63,8,100,0.667,0.683,0.248,0.502,0.515,0.294,0.166,0.583,0.061
MAXP_EASY_50_016.kp,Set-50-128,MAXP,easy,50,128,1,64,1,100,0.624,0.68,0.259,0.482,0.43,0.309,-0.113,0.444,0.064
MAXP_EASY_50_017.kp,Set-50-128,MAXP,easy,50,128,1,64,1,100,0.662,0.695,0.257,0.501,0.435,0.332,-0.026,0.487,0.06
MAXP_EASY_50_018.kp,Set-50-128,MAXP,easy,50,128,5,64,1,100,0.698,0.719,0.251,0.507,0.535,0.314,-0.382,0.309,0.057
MAXP_EASY_50_019.kp,Set-50-128,MAXP,easy,50,128,1,64,2,100,0.646,0.703,0.269,0.498,0.435,0.327,0.036,0.518,0.062
MAXP_EASY_50_020.kp,Set-50-128,MAXP,easy,50,128,1,64,3,100,0.697,0.773,0.25,0.447,0.425,0.304,-0.1,0.45,0.057
MAXP_EASY_50_021.kp,Set-50-128,MAXP,easy,50,128,1,63,4,100,0.65,0.714,0.27,0.556,0.575,0.312,0.036,0.518,0.062
MAXP_EASY_50_022.kp,Set-50-128,MAXP,easy,50,128,1,64,1,100,0.618,0.656,0.268,0.466,0.385,0.307,0.018,0.509,0.065
MAXP_EASY_50_023.kp,Set-50-128,MAXP,easy,50,128,1,64,1,100,0.648,0.672,0.237,0.511,0.485,0.314,-0.203,0.398,0.062
MAXP_EASY_50_024.kp,Set-50-128,MAXP,easy,50,128,1,63,3,100,0.639,0.659,0.274,0.471,0.42,0.332,-0.122,0.439,0.064
MAXP_EASY_50_025.kp,Set-50-128,MAXP,easy,50,128,2,64,2,100,0.593,0.57,0.25,0.458,0.41,0.329,-0.232,0.384,0.067
MAXP_EASY_50_026.kp,Set-50-128,MAXP,easy,50,128,1,64,5,100,0.62,0.648,0.275,0.513,0.515,0.303,-0.123,0.439,0.065
MAXP_EASY_50_027.kp,Set-50-128,MAXP,easy,50,128,1,64,2,100,0.638,0.68,0.278,0.497,0.5,0.301,-0.093,0.454,0.063
MAXP_EASY_50_028.kp,Set-50-128,MAXP,easy,50,128,1,64,1,100,0.635,0.695,0.259,0.451,0.365,0.332,-0.21,0.395,0.063
MAXP_EASY_50_029.kp,Set-50-128,MAXP,easy,50,128,2,63,3,100,0.611,0.611,0.251,0.522,0.505,0.307,0.15,0.575,0.066
MAXP_EASY_50_030.kp,Set-50-128,MAXP,easy,50,128,2,64,1,100,0.622,0.68,0.272,0.446,0.43,0.334,-0.192,0.404,0.064
MAXP_EASY_50_031.kp,Set-50-128,MAXP,easy,50,128,1,64,2,100,0.668,0.734,0.253,0.557,0.59,0.323,-0.191,0.404,0.06
MAXP_EASY_50_032.kp,Set-50-128,MAXP,easy,50,128,1,64,1,100,0.641,0.711,0.241,0.508,0.49,0.291,0.008,0.504,0.062
MAXP_EASY_50_033.kp,Set-50-128,MAXP,easy,50,128,1,64,2,100,0.634,0.656,0.278,0.555,0.575,0.303,0.014,0.507,0.063
MAXP_EASY_50_034.kp,Set-50-128,MAXP,easy,50,128,1,64,1,100,0.617,0.641,0.269,0.522,0.555,0.292,-0.017,0.491,0.065
MAXP_EASY_50_035.kp,Set-50-128,MAXP,easy,50,128,2,63,4,100,0.635,0.683,0.26,0.484,0.415,0.328,-0.273,0.364,0.064
MAXP_EASY_50_036.kp,Set-50-128,MAXP,easy,50,128,1,62,1,100,0.632,0.718,0.296,0.464,0.46,0.317,-0.028,0.486,0.065
MAXP_EASY_50_037.kp,Set-50-128,MAXP,easy,50,128,1,63,1,100,0.644,0.706,0.28,0.547,0.64,0.312,0.013,0.506,0.063
MAXP_EASY_50_038.kp,Set-50-128,MAXP,easy,50,128,1,64,3,100,0.644,0.648,0.247,0.561,0.61,0.31,-0.043,0.479,0.062
MAXP_EASY_50_039.kp,Set-50-128,MAXP,easy,50,128,1,64,1,100,0.644,0.695,0.255,0.43,0.34,0.329,0.004,0.502,0.062
MAXP_EASY_50_040.kp,Set-50-128,MAXP,easy,50,128,1,63,1,100,0.63,0.667,0.272,0.483,0.475,0.292,-0.064,0.468,0.064
MAXP_EASY_50_041.kp,Set-50-128,MAXP,easy,50,128,2,64,2,100,0.673,0.672,0.248,0.53,0.57,0.302,-0.236,0.382,0.059
MAXP_EASY_50_042.kp,Set-50-128,MAXP,easy,50,128,1,64,4,100,0.6,0.641,0.278,0.522,0.545,0.289,0.2,0.6,0.067
MAXP_EASY_50_043.kp,Set-50-128,MAXP,easy,50,128,2,64,2,100,0.675,0.75,0.265,0.425,0.39,0.266,-0.186,0.407,0.059
MAXP_EASY_50_044.kp,Set-50-128,MAXP,easy,50,128,1,62,2,100,0.674,0.742,0.273,0.542,0.66,0.349,-0.042,0.479,0.061
MAXP_EASY_50_045.kp,Set-50-128,MAXP,easy,50,128,7,64,4,100,0.693,0.68,0.222,0.639,0.685,0.289,-0.232,0.384,0.058
MAXP_EASY_50_046.kp,Set-50-128,MAXP,easy,50,128,2,62,2,100,0.607,0.637,0.28,0.469,0.45,0.309,-0.325,0.338,0.068
MAXP_EASY_50_047.kp,Set-50-128,MAXP,easy,50,128,1,62,6,100,0.677,0.702,0.254,0.493,0.465,0.274,-0.042,0.479,0.061
MAXP_EASY_50_048.kp,Set-50-128,MAXP,easy,50,128,2,60,1,100,0.678,0.675,0.238,0.567,0.585,0.319,-0.092,0.454,0.063
MAXP_EASY_50_049.kp,Set-50-128,MAXP,easy,50,128,1,64,3,100,0.627,0.609,0.251,0.505,0.51,0.274,-0.026,0.487,0.064
MAXP_EASY_50_050.kp,Set-50-128,MAXP,easy,50,128,1,64,2,100,0.572,0.57,0.285,0.479,0.43,0.327,0.036,0.518,0.07
MAXP_EASY_50_051.kp,Set-50-128,MAXP,easy,50,128,1,64,2,100,0.647,0.727,0.281,0.492,0.42,0.327,-0.09,0.455,0.062
MAXP_EASY_50_052.kp,Set-50-128,MAXP,easy,50,128,1,62,1,100,0.64,0.669,0.26,0.454,0.42,0.301,-0.011,0.494,0.065
MAXP_EASY_50_053.kp,Set-50-128,MAXP,easy,50,128,1,63,7,100,0.643,0.69,0.255,0.505,0.44,0.301,-0.08,0.46,0.063
MAXP_EASY_50_054.kp,Set-50-128,MAXP,easy,50,128,2,64,1,100,0.65,0.719,0.26,0.468,0.425,0.311,-0.075,0.463,0.062
MAXP_EASY_50_055.kp,Set-50-128,MAXP,easy,50,128,1,63,1,100,0.643,0.683,0.261,0.473,0.41,0.311,-0.026,0.487,0.063
MAXP_EASY_50_056.kp,Set-50-128,MAXP,easy,50,128,2,64,5,100,0.642,0.695,0.271,0.493,0.37,0.332,-0.097,0.452,0.062
MAXP_EASY_50_057.kp,Set-50-128,MAXP,easy,50,128,1,63,2,100,0.666,0.77,0.281,0.547,0.56,0.318,-0.063,0.469,0.061
MAXP_EASY_50_058.kp,Set-50-128,MAXP,easy,50,128,1,64,2,100,0.653,0.703,0.279,0.445,0.395,0.331,-0.048,0.476,0.061
MAXP_EASY_50_059.kp,Set-50-128,MAXP,easy,50,128,1,64,3,100,0.676,0.727,0.254,0.498,0.5,0.312,-0.14,0.43,0.059
MAXP_EASY_50_060.kp,Set-50-128,MAXP,easy,50,128,1,63,2,100,0.642,0.706,0.251,0.444,0.39,0.319,0.156,0.578,0.063
MAXP_EASY_50_061.kp,Set-50-128,MAXP,easy,50,128,1,64,2,100,0.68,0.711,0.248,0.406,0.32,0.297,-0.144,0.428,0.059
MAXP_EASY_50_062.kp,Set-50-128,MAXP,easy,50,128,1,64,1,100,0.596,0.562,0.236,0.504,0.535,0.327,-0.085,0.457,0.067
MAXP_EASY_50_063.kp,Set-50-128,MAXP,easy,50,128,2,64,1,100,0.649,0.648,0.231,0.489,0.415,0.299,-0.211,0.394,0.062
